歌曲,歌手,連結,作詞,作曲,編曲,製作,歌詞全文,cluster_name,emo_joy,emo_sad,emo_calm,emo_angry,emo_fear_anxiety,emo_disgust,cluster
500天,九九,https://www.kkbox.com/tw/tc/song/SnxWIUjs2cLmydbX2U,九九 Sophie,九九 Sophie,陶山 Skot Suyama,,好想知道 你最近怎樣 但不敢問 你的情況 這麼久 還在這裡 數著 一二三四五六七 五百天 天天的想念 五百天 天天的懷念 五百天 天天 天天數著每天 不是小孩 應該放開 過去的愛 接受未來 一個人生活在一個不存在的角落 不能倒帶 不能重來 為何繼續 裝不明白 沒有勇氣沒有力氣不想面對寂寞 好想知道 你最近怎樣 但又怕 不小心受傷 這麼久 卻沒忘記 數著 一二三四五六七 五百天 天天的想念 五百天 天天的懷念 五百天 天天 天天數著每天 不是小孩 應該放開 過去的愛 接受未來 一個人生活在一個不存在的角落 不能倒帶 不能重來 為何繼續 裝不明白 沒有勇氣沒有力氣不想面對寂寞 不是小孩 應該放開 過去的愛 接受未來 一個人生活在一個不存在的角落 不能倒帶 不能重來 為何繼續 裝不明白 沒有勇氣沒有力氣不想面對寂寞 不是小孩 應該放開 過去的愛 接受未來 一個人生活在一個不存在的角落 不能倒帶 不能重來 為何繼續 裝不明白 沒有勇氣沒有力氣不想面對寂寞,暖心抒情・流行情歌群,0.26302326,0.43628138,0.32799268,0.25839555,0.29487833,0.2412501,1
Always Online,林俊杰,,林怡鳳,林俊杰,蔡政勳/陳建瑋,林俊杰,"變色的生活 任性的挑撥
瘋狂的冒出了頭
單方的守候 試探的溫柔
還是少了點什麼
遙遠兩端 愛掛在天空飛
風停了也無所謂 只因為你總說
Everything will be okay
準備好了three two one
I'm always online
和你one to one 愛開始擴散
我們連結了 穿越
天空 銀河 oh
開始倒數three two one
刪除我的孤單
more and more盡是深刻
愛亮了 愛笑了
I'm always online
變色的生活 任性的挑撥
瘋狂的冒出了頭
單方的守候 試探的溫柔
卻還是少了點什麼
遙遠兩端 愛掛在天空飛
風停了也無所謂 只因為你總說
Everything Will Be okay
我準備好了three two one,
I'm always online
和你one to one 愛開始擴散
我們連結了 穿越
天空 銀河 oh
開始倒數three two one
刪除我的孤單
more and more盡是深刻
愛亮了 愛笑了
I'm always online
準備好了three two one,
I'm always online
和你one to one 愛開始擴散
我們連結了 穿越
天空 銀河
開始倒數three two one
刪除我的孤單
more and more盡是深刻
愛亮了 愛笑了
I'm always online
愛亮了 愛笑了
I'm always online",正能量・勵志流行群,0.42486733,0.4403962,0.3746873,0.4028347,0.38428432,0.3845608,5
Am I Who I Am,陳忻玥,https://www.kkbox.com/tw/tc/song/1Yc3rutz0OlxoZ0M0O,陳忻玥 Vicky Chen / 陶山 Skot Suyama,陳忻玥 Vicky Chen / 陶山 Skot Suyama,陶山 Skot Suyama,,"臉上無知的妝容 一片一片剝落 揭露我的脆弱 直視我的困惑 就算有處可躲 我也不想再躲 隱瞞的是什麼 害怕的是什麼 Am I Who I Am？ Am I Who I Am？ Am I Who I Am？ Who Am I？ Cause I believe 重新看見自己 It’s my destiny 充滿未知的生命 And I know that I would do it all again. I don’t know where I will be, But I’m alive. I’m alive. (alive alive) 反覆做的惡夢 內心裡的惡魔 恐懼放在手中 一點一滴感受 淚水不是懦弱 是對自己的承諾 畫上新的妝容 內心不再搖動 Am I Who I Am？ Am I Who I Am？ Am I Who I Am？ Who Am I？ Cause I believe 重新看見自己 It’s my destiny 充滿未知的生命 And I know that I would do it all again. I don’t know where I will be, But I’m alive. Cause I believe 重新看見自己 It’s my destiny 充滿未知的生命 And I know that I would do it all again. I don’t know where I will be, But I’m alive.",正能量・勵志流行群,0.2510736,0.44987777,0.30577075,0.3346691,0.45096344,0.35639378,5
Am Pm,莫文蔚,,李焯雄,李偉菘,Adam Lee,,"那些以為會永遠的昨天
剩手機忘了刪掉的照片
像口袋裡被洗破的門票
時間 攪碎一切
就像有時差的兩個世界
白天註定無法擁抱黑夜
我們走過了多少的考驗
還是 死結
為什麼
感覺越強烈
卻只會
反方向撕裂
越是傷得直接
為什麼
總要到熄滅
才懷念
曾經的熾熱
感到迫切
為什麼
總要到殘缺
才懷念
相對的完全發現
愛總不對時間
就像有時差的兩個世界
白天註定無法擁抱黑夜
我們對愛情的一知半解
還是 破滅
為什麼
感覺越強烈
卻只會
反方向撕裂
越是傷得直接
為什麼
總要到熄滅
才懷念
曾經的熾熱
感到迫切
為什麼
總要到殘缺
才懷念
相對的完全發現
愛總不對時間
就像有時差的兩個世界
白天註定無法擁抱黑夜
我們對愛情的一知半解
還是 破滅",暖心抒情・流行情歌群,0.23395209,0.46942025,0.28884605,0.34528846,0.4068506,0.36667278,1
Amazing,瘦子,https://www.kkbox.com/tw/tc/song/D_C3pam6Otw-bN7IpH,瘦子E.SO / Raymond Myles,瘦子E.SO/Raymond Myles/A-FLIGHT崔欽翔,,,"你總是一身宿醉的醒來 他們想把你推上執行台 有多久沒有面對那毒害 對著鏡子說 You're fucking amazing You fucking made it fucking made it fucking made it 難道我們不能讚美彼此的榮耀 抬頭看著煙火我只有聞到火藥 那就一起脫掉吧仁慈的面罩 歡聲雷動之中等待那暗號 (暗號) 你老子我正在活在未來 還不只有這點能耐 Brother wish you have a good life 不需要害怕 你不活在他們認為 不停將我摧毀 直到有天發現要為堅持杯會 我垮了紅線後才知道歸回 我跟你們不是一掛拜託請把我退隊 你總是一身宿醉的醒來 他們想把你推上執行台 有多久沒有面對那毒害 對著鏡子說 You're fucking amazing You fucking made it fucking made it fucking made it 難道我們不能讚美彼此的榮耀 I love it when you smile能對抗所有 幹麻要相同如果能夠與眾不同 You fucking made it fucking made it fucking made it 難道我們不能讚美彼此的榮耀 Bottoms up we praise the life Bottoms up we praise the life Bottoms up we praise the life Bottoms up we praise the life 花一輩子時間證明他們錯 這麼多年我依然還是在挺著胸 Throw your signs up 記得你不寂寞 My people roll up 我還沒玩夠 我問你要如何詮釋老天爺的創作 別讓那些混亂告訴你該怎麼做 他們否定因為自己曾經失敗過 我跟你不同這個天才你沒見識過 你老子我正在活在未來 還不只有這點能耐 Brother, wish you have a good life Bottoms up we praise this life Bottoms up we praise this life 你老子我正在活在未來 還不只有這點能耐",節奏律動・嘻哈舞曲群,0.33823866,0.39502507,0.3438542,0.47112992,0.41720867,0.4571693,0
A-TOWN,U:NUS,https://www.kkbox.com/tw/tc/song/HX8YXhIIaXJ8Z3Jvx1,吳昱廷 AuZTIN/高有翔 Sean Ko/高胥崴 Guei/蔡承祐 C.Y,吳昱廷 AuZTIN/高有翔 Sean Ko/高胥崴 Guei/蔡承祐 C.Y,,,"Welcome to the A-TOWN Wait, wait, wait, wait, wait, wait 讓他們都知道 Wait, wait, wait, wait, wait, wait Welcome to the A-TOWN 讓房間燈都暗著 他們全部都看著 一刻都不想坐著 Trippin' trippin' 大家都 High 瘋了 不必收斂 多的是時間 翻開我的魔法寶典 煙霧迷漫 我視而不見 Turn on the party ya 我想要佔有每一個有妳的畫面 賠上了我的命也不會感到後悔 再給我多點新鮮 快樂不需要金錢 Make it rain Make it rain 睡醒後又重來一遍 Welcome to the A-TOWN Wait, wait, wait, wait, wait, wait 讓他們都知道 Wait, wait, wait, wait, wait, wait Welcome to the A-TOWN Bow wow wow wow（bow） Bow wow wow wow（welcome to the A-TOWN） Bow wow wow wow（bow） Bow wow wow wow（welcome to the A-TOWN） Back to basic 管著我的 bad habit 喝著 henny 背影有點 Katty Perry 叫我 bad boy nah I'm your bad daddy Honey 幫妳 打理 今晚絕不背叛妳 Ay oh ay eh 我的光芒太刺眼 身體擺動的曲線 Oh 你們學不會 我想要佔有每一個有妳的畫面 賠上了我的命也不會感到後悔 再給我多點新鮮 快樂不需要金錢 Make it rain Make it rain 睡醒後又重來一遍 Welcome to the A-TOWN Wait, wait, wait, wait, wait, wait 讓他們都知道 Wait, wait, wait, wait, wait, wait Welcome to the A-TOWN Bow wow wow wow（bow） Bow wow wow wow Bow wow wow wow（bow） Bow wow wow wow（welcome to the A-TOWN） 不知不覺間 慢慢地發現 整個夜 沒在累 像是暫停了時間 Oh 360度地周旋 24/7 不停歇 Make it rain Make it rain 睡醒後又重來一遍 BOCHAN Yellow blood yellow soul Yellow lambo yeah cruising down the road Yalla a town so hot but drip so cold Big A for the Asian the owner of the throne Welcome to the A-TOWN Wait, wait, wait, wait, wait, wait 讓他們都知道 Wait, wait, wait, wait, wait, wait Welcome to the A-TOWN Bow wow wow wow（bow） Bow wow wow wow Bow wow wow wow（bow） Bow wow wow wow（welcome to the A-TOWN）",節奏律動・嘻哈舞曲群,0.44562462,0.39942926,0.44460487,0.4113095,0.34455281,0.32531515,0
Baby 是我,李玖哲,,林燕岑,李玖哲/Jae Chong,,,"你說我好聲音
該唱歌給你聽
你笑我小眼睛
Oh Baby 擔心盡空氣
你的香 那麼近
我不能 呼吸
你輕輕說 我愛你
我的心 快要停
Oh 愛～
Baby 是我 真的是我
Oh 愛～
Baby 是我 真的是我
愛你是我
別問我幾公斤
抱起你沒問題
我不是很帥氣
Oh Babe 但是真古意
你的香 那麼近
我不能 呼吸
你輕輕說 我愛你
我的心 快要停
Oh 愛～
Baby 是我 真的是我
Oh 愛～
Baby 是我 真的是我
愛你是我
不能相信 自己
真的會 那麼幸運
燒飯洗衣有我別擔心
只要我們一起
Oh 愛～
Baby 是我 真的是我
Oh 愛～
Baby 是我 真的是我
愛你是我",心碎系・失戀情緒群,0.38892084,0.39202222,0.40806663,0.38492543,0.29291585,0.34824735,2
Be A Liar,五堅情,https://www.kkbox.com/tw/tc/song/Gs5DLccUZ-QUbtEnyy,婁峻碩 / 陳零九 / 黃偉晉,邱鋒澤 / 張暐弘 / 陳零九 / 婁峻碩,張暐弘,,I see 思緒突然變得清晰 像惡夢但不想清醒 What’s wrong with me 無能為力 聽你嘴裡說的愛但雙手抱不住我 說得神態自若但紙包不住火 讓我快要窒息 都怪自己 越來越沈溺 要我怎麼說 妳口中的美好結果 藍圖上計畫著的密題 在我眼中卻不曾有過一秒閃爍 進而對信任保持距離 熟悉又陌生的關係 若要形容我早形同跌入谷底 I know that you’re a liar 配合你演出適當的劇情 當你 說的做的全都不同 要我接受 每個謊言 每個沈默 看著你的雙眼 不想戳破 而我 說的做的也都不同 應你要求 騙著自己還沒受夠 I just wanna be a liar Be a liar be a liar liar Wanna be a liar liar 騙我自己 I don't care 不管有多狼狽 妳的笑顏 那樣的美 同時卻很虛偽 我往下墜 我往下墜 自願困在泥沼深淵 多麼陶醉 這種氛圍 卑微在妳身邊 讓我繼續 享受謊言 就算笑中帶淚 再一遍 再一遍 再一遍 繼續睡 繼續睡 要我怎麼說 妳口中的美好結果 藍圖上計畫著的密題 在我眼中卻不曾有過一秒閃爍 進而對信任保持距離 熟悉又陌生的關係 若要形容我早形同跌入谷底 I know that you’re a liar 配合你演出適當的劇情 當你說的做的全都不同 要我接受 每個謊言 每個沉默 看著你的雙眼 不想戳破 而我 說的做的也都不同 應你要求 騙著自己還沒受夠 I just wanna be a liar 我知道你在騙著我 我騙著自己 我知道你牽他的手 我選擇失憶 我知道你在騙著我 我騙著自己 我知道 我都知道 騙的不只是你 我知道你在騙著我 我騙著自己 我知道你牽他的手 我選擇失憶 我知道你在騙著我 我騙著自己 我知道 我都知道 騙的不只是你,正能量・勵志流行群,0.2915278,0.5119469,0.37929147,0.44680697,0.4837454,0.44591329,5
Be Alright,高爾宣,https://www.kkbox.com/tw/tc/song/P_JDHhNqadNrhu0bf9,高爾宣OSN,高爾宣OSN,,,我上了車 人生上了線 我放了歌 也幫自己充了電 壓力太多 肩膀扛重了點 我想念那群兄弟 木柵瘋人院 真的太快這世界變得太怪 回憶也半衰 但其實它們還在 Yea but it gonna make no difference Just move on to a different mood 年輕時玫瑰的約定 我後悔當初沒做對的決定 I see dead roses by my feet 把花瓣帶回家 幻想我們可以 I'll be yours maybe you'll be mine 每天手牽著手 都是valentines 就算天要塌了 I guess it's gonna be alright Just hop on my car 我們去逃命 可能沒有方向 沒有目的地 就算沒能活著 I guess it's gonna be alright We gonna be just fine You and me 已不在童話世界 要開始奮鬥奔波著每個日夜 太習慣堅強 把負面情緒壓抑著 怎麼長大以後慰問都變成壓力呢 But we gon be alright tho We gon be fine 就算妳不太愛我 至少愛一半 對抗這個世界 我會成為妳的武器 也會是妳的後盾 當妳需要我的鼓勵 擔心妳 關心妳 伴著妳 陪著妳 I guarantee I'll be 最貼心 最窩心 最暖心 最能陪你一起 maybe I'll be yours maybe you'll be mine 每天手牽著手 都是valentines 就算天要塌了I guess it's gonna be alright Just hop on my car 我們去逃命 可能沒有方向 沒有目的地 就算沒能活著 I guess it's gonna be alright We gonna be just fine It'll be alright And I know it'll be alright I know it'll be alright And I know it'll be alright We gonna be just fine I'll be yours maybe you'll be mine 每天手牽著手 都是valentines 就算天要塌了 I guess it's gonna be alright Just hop on my car 我們去逃命 可能沒有方向 沒有目的地 就算沒能活著 I guess it's gonna be alright We gonna be just fine I'll be yours maybe you'll be mine 每天手牽著手 都是valentines 就算天要塌了 I guess it's gonna be alright Just hop on my car 我們去逃命 可能沒有方向 沒有目的地 就算沒能活著 I guess it's gonna be alright We gonna be just fine,節奏律動・嘻哈舞曲群,0.35726082,0.4085406,0.27656868,0.33887112,0.3073891,0.28678238,0
Beautiful Love,蔡健雅,,葛大為,阿沁,,,"看住時間
別讓它再流浪
從前我太適應悲傷
你的出現在無意中
卻深深撼動我
一起走著沒說什麼
心是滿足的
這個世界
隨時都要崩塌
我沒有其它的願望
假如明天將消失了
趁現在我愛著
只想記得 被你抱著
溫熱的感受
Love's beautiful
So beautiful
我失去過
更珍惜擁有
多慶幸我是我
被你疼愛的我
緊緊牽住的手
不要放手
永遠守護我
Love's beautiful
So beautiful
我很快樂
你會了解我
我不會再哭泣
是因為我相信
我們勇敢的愛著
每秒鐘
都能證明一生的美麗
這個世界
隨時都要崩塌
我沒有其它的願望
假如明天將消失了
趁現在我愛著
只想記得 被你抱著
溫熱的感受
Love's beautiful
So beautiful
我失去過
更珍惜擁有
多慶幸我是我
被你疼愛的我
緊緊牽住的手
不要放手
永遠守護我
Love's beautiful
So beautiful
我失去過
更珍惜擁有
多慶幸我是我
被你疼愛的我
緊緊牽住的手
不要放手
永遠守護我
Love's beautiful(Love's beautiful)
So beautiful(So beautiful)
我很快樂
你會了解我
我不會再哭泣
是因為我相信
我們勇敢的愛著
每秒鐘
都能證明一生的美麗
Love's beautiful
So beautifu",戀愛甜系・溫柔告白群,0.45415586,0.4986641,0.42599574,0.31898284,0.2858131,0.30040398,3
Benz Booty,高爾宣,https://www.kkbox.com/tw/tc/song/WsCMxn9mZsiE_10hmj,高爾宣 / SOWUT,高爾宣,Skot Suyama 陶山,,Boom 直接炸了media K town變戰場 光聽就怕的idiots Like you Imma be a billionaire Countin O's like 5 6 7 Know what I mean Fkin these teens 不只ten times Punchline 像是young Jackie Chan rhymes 在木柵壯大 現在混到K town 熱城的溫度拜託會冷場的別鬧 Everybody everybody yeah 沒開過benz 但booty 有 I put in work everybody knows So twerk dat booty girl Yea we got Benz booty~ (Got benz) Yea we got Benz booty~ (Got benz) Hmmm we got Benz booty We got Benz booty 沒有辦事不力 Yea we got Benz booty~ (Got benz) Yea we got Benz booty~ (Got benz) Hmmm we got Benz booty We got Benz booty 沒有辦事不力 2 young kings 2 southside chigga Hippie kids doing lit shit Roll that paper 不用新的朋友 need more hit Call my plug up 再去七賢路連戰三國 We turnt the fuck up She love my d*** She suck my d*** She ride my d*** Got a loaded clip 當我放進去 洗澡當興趣 Yeah we lit as shit 渣的像個 shit 幹話噴著 shit 好男生做一堆壞事 可以叫我土chigga 最近我每個月花掉 5-figures 買了同款的Adidas 還有舌尖上的 2COLORS 來到玉竹街 Esoke 不能忘了公雞漢堡 聽國蛋的Yesterday 我們不能站好 哇操 Right now So wild 共小 啥小 Boss talk Wild talk Pow pow Yea we got Benz booty~ (Got benz) Yea we got Benz booty~ (Got benz) Hmmm we got Benz booty We got Benz booty 沒有辦事不力 Yea we got Benz booty~ (Got benz) Yea we got Benz booty~ (Got benz) Hmmm we got Benz booty We got Benz booty 沒有辦事不力,節奏律動・嘻哈舞曲群,0.27002686,0.24002519,0.210754,0.37292263,0.23605132,0.3418913,0
Better,吳卓源,https://www.kkbox.com/tw/tc/song/Gm-GDRRT7q4F5DIfjK,Tower da Funkmasta/terrytyelee/Julia 吳卓源/Kimberley 陳芳語,terrytyelee/Julia 吳卓源/Kimberley 陳芳語,terrytyelee,,I know you're feelin' better Rain or sunny weather I got you 誰都不能代替妳對我的美好 I know you're feelin' better Rain or sunny weather I know you 難免會爭吵我也要替妳驕傲 最親密的戰友 在乎我卻不想佔有 遮蓋我直到盡頭 心太倦妳總要我不能退縮 絕不當對手 少聯絡依然念舊 包容我所有衝動 這旅程再漫長再難一起渡過 What about your friends tho Where the hell did they go 知心一個就夠 幫妳擋雨遮風 What the hell do they know They just stars that don't glow 對妳許下承諾 我會待到最後 I know you're feelin' better Rain or sunny weather I got you 誰都不能代替妳對我的美好 I know you're feelin' better Rain or sunny weather I know you 難免會爭吵我也要替妳驕傲 Take a ride with the best tho Watch and learn cos you might grow 動作慢只能跟風 我們在高處等候 Watch and learn cos you might grow Cos you running with my shadow 趁現在把夢想揮霍 能飛何必選擇行走 What about your friends tho Where the hell did they go 知心一個就夠 幫妳擋雨遮風 What the hell do they know They just stars that don't glow 對妳許下承諾 我會待到最後 I know you're feelin' better Rain or sunny weather I got you 誰都不能代替妳對我的美好 I know you're feelin' better Rain or sunny weather I know you 難免會爭吵我也要替妳驕傲 I know you're feelin' better Rain or sunny weather I got you 誰都不能代替妳對我的美好 I know you're feelin' better Rain or sunny weather I know you 難免會爭吵我也要替妳驕傲 I know you're feelin' better Rain or sunny weather I got you I'm down with whatever I know you're feelin' better Rain or sunny weather I know you 難免會爭吵我也要替妳驕傲,節奏律動・嘻哈舞曲群,0.45551473,0.43451166,0.52637726,0.40350723,0.33164626,0.34828097,0
Better Believe Me,"陳嘉唯, 頑童",https://www.kkbox.com/tw/tc/song/Cm-iwBxFtBWGo2ccYF,"Renee陳嘉唯, 頑童MJ116, 陶山 Skot Suyama","Renee陳嘉唯, 頑童MJ116, 陶山 Skot Suyama",,,"Better Believe Me 一切都是過程 曾被打破的自尊 Believe Me 勇敢去面對的人 會是勝利的認證 經歷失敗挫折的傷痕 一路擁有著彼此的扶持和信任 Better Believe Me, we can make it happen 恨也能轉為愛重生 I'm just living my life 睡在泳池邊躺椅 你看我在幹嘛 最屌的饒舌團體 從歐洲到木柵 照片留在粉絲手裡 人生正在 Changing This shit's so Amazing 曾經什麼都沒有別跟我說這一餐太貴 我帶著我的家人十位小姐妳先帶位 以前幫人抬轎現在自己座在轎子上 看到上面的風景才知道為何這轎子晃 她問我花多少時間想歌詞我今晚又熬夜 問你睡那麼多要幹嘛死後不也是要睡 我信的不只有是信念 拿自己的命換經驗 說的每句話都靈驗 隨時準備再活一遍 Believe dat Better Believe Me 一切都是過程 (You know I do, I do) 曾被打破的自尊 Believe Me 勇敢去面對的人 (Uh huh) 會是勝利的認證 經歷失敗挫折的傷痕 (Okay) 一路擁有著彼此的扶持和信任 (You know I will be there) Better Believe Me, we can make it happen 恨也能轉為愛重生 靠著自己屬於我們作風 環境將夢想沒收 擅未到達顛峰別想從我的手上奪走 經歷過那挨苦頭日子撐到最後我精力夠 盡力作收勝利的果實讓他們重新定義我 從來都不想被人看不起 再苦的鳥事都不提 只想邁向成功步行 遇到阻力不停努力 才沒有背景炫耀 一切靠我費力建造 夢想跟現實的煎熬 即使沒吃飽我也不先逃 而我為了達成夢想能延續 我寧可去打工 顧好生計這是前提 不餓死再想著追逐夢 航向全世界 沒人玩票我們全職業 現在我才沒時間 別煩我演出完還有他媽的慶功宴 Better Believe Me 一切都是過程 (You know I do, I do) 曾被打破的自尊 Believe me 勇敢去面對的人 (Uh huh) 會是勝利的認證 經歷失敗挫折的傷痕 (Okay) 一路擁有著彼此的扶持和信任 (You know I will be there) Better Believe Me, we can make it happen (You know I do, I do) 恨也能轉為愛重生 Fuckin' wit me fuckin' wit you , At least I ain't frontin' wit you I love da way you gettin' caught up and all up in my alley-oop Mitch, get ready for round two in our courtyard, we be clownin' a fool Shut da fuck up, I charge for free throws Score, now, catch my Flow, whoa, yes, 台語麻ㄟ通 看今仔日是叨位來玩ㄟ觀眾 And I really gotta wanna get on the microphone 給 Skottie Suyama 來放給你爽 He say my shit is classic as if I'm doin' some magic I'll make your fantasies come true Bibbidi-Bobbidi-Boo, muah~ Better Believe Me 一切都是過程 (You know I do, I do) 曾被打破的自尊 Believe Me 勇敢去面對的人 (Uh huh) 會是勝利的認證 經歷失敗挫折的傷痕 (Okay) 一路擁有著彼此的扶持和信任 (You know I will be there) Better Believe It, Yeah, we made it happen (You know I do, I do) 恨也能轉為愛重生 You know you better believe me",正能量・勵志流行群,0.30136538,0.43664593,0.27432737,0.3854226,0.31150895,0.3748752,5
better off without you,吳卓源,https://www.kkbox.com/tw/tc/song/KoZ9NJVxP2VFsILHT6,吳卓源 Julia Wu / 瘦子 E.SO,吳卓源 Julia Wu/瘦子 E.SO/terrytyelee/李宜玲 Elin Lee,terrytyelee,,"I don't really need you now I don't really need you now, no Better off without you now Better off without you now, no 原來這就是解脫 沒有你我更好過 床一秒變大張 收拾你的東西 尤其浴室的化妝品 謝謝你的照顧 以後再也都不用 滾吧那些耍任性 公主病 忌妒心 揮灑 恭喜你不用煩我 你以為我沒有了你 我沒有辦法再振作 每天垃圾食物 忘記我家住幾樓 天昏地暗 fucking miserable 小姐我看你根本就還不認識我 你忘記一件事 I'm a fucking rap star 我給你長見識 我像匹法拉利的野馬 永遠留不住在馬房 出門專幹你討厭我做的所有事 可惜 你沒給機會看見我實力 我的單身將是一場豐年祭 兄弟都聯繫 像在 Vegas, we don't sleep 高舉香檳 long live the king (I'm back) I don't really need you now I don't really need you now, no Better off without you now Better off without you now, no 原來這就是解脫 沒有你我更好過 床一秒變大張 我想不出為什麼 讓你浪費我的時間 曖昧過了第三天 我就感覺像在邊緣 我不是你想要的那種 Instagram models, no Don't got that body, that body 一天到晚 你只會說我的外表哪裡不好看 You got a big ego 我真的受夠 練了一堆肌肉你還是爛透 You know I saw them, Tinder hoes Said I'll never make it, no Well, well 你看我加場還不夠 no I don't really need you now I don't really need you now, no Better off without you now Better off without you now, no 原來這就是解脫 沒有你我更好過 床一秒變大張 真心感謝我的失敗 你的離開 讓我生命再度完美 你怎樣想無所謂 真心祝福你的離開 能滾的更遠 I don't really need you now I don't really need you now, no Better off without you now Better off without you now, no 原來這就是解脫 沒有你我更好過 床一秒變大張 床一秒變大張 一次有兩個枕頭 都是我的",節奏律動・嘻哈舞曲群,0.40046293,0.5121361,0.4720148,0.47372025,0.38087624,0.48327073,0
Better Than Love,Various Artists,https://www.kkbox.com/tw/tc/song/8sYpbk8tV0ZqluDpPl,Terrytyelee/吳卓源/唐仲彣/婁峻碩/屁孩 Ryan/洪乙玲/Tower da Funkmasta/高爾宣/Karencici,Karencici/Terrytyelee/吳卓源/唐仲彣/婁峻碩/屁孩 Ryan/洪乙玲/高爾宣,,,屁孩 什麼是愛呀 恩 愛呀 碰都不敢碰 碰碰 搞得大家動都不敢動 動動 動動腦都是洞 洞洞 懂 控八控控 喂 對不起 聽很多但還是不懂 都只在編寫 不做談什麼連結 都只是剪接 把原文剪成簡寫 歐 監介 他們認為愛是 No no no ya ya ya 我認為是 哎呀哎呀 哎呀呀 愛愛 哎呦喂呀 心隨著風 with the stars in the roof Sunlight shines 感覺擋不住 讓全世界都為我嫉妒 愛不是種情緒 要當心 會上癮 像一種毒品 我愛你 太刺激 別在意 就像猜謎語 世界充滿許多試煉 承諾怎能隨意食言 珍惜 誰對你無私的奉獻 或許一個擁抱幫我充電 經歷之後終於明白 突破面前所有阻礙 把最好都留給你 別擔心我會為你遮風避雨 （就在今晚 love is alright） 別害怕我肩膀在這 是你讓愛變得獨特 （浪漫不難 love is alright） Yo 這是愛 Can you feel it now 相信命運讓我們遇到 Better than love Better than good 嗨到翻天說不出口 Better than love Better than good 嗨到翻天說不出口 You been on my mind lately Baby can't you see 需要你的愛 oh baby 想要被更多的 愛圍繞在一起 Cause baby love is all I need Yo y'all know me now 就讓我一一道謝 那些愛與期待我都了解 so l Work so hard 每天熬夜 Big dreams big things I've been living now Big plans big moves big album out My life's great Y'all made it better Thx for the love 但抱歉 that I'm not a rapper But I like it like that 沈澱後 I'll be right back 你們需要我的時候我 是真的超級商業 你是便利商店 I'm that super market 別問我輸在哪裡 cuz we never lose Love always wins 何必裝著酷 讓他支持著你每步往遠方的路 Stop looking so hard Love is right in front of you （就在今晚 love is alright） Everything's good Everything's fine You'd better than fine I'll say it one more time girl （浪漫不難 love is alright） Yo 這是愛 can you feel it now 相信命運讓我們遇到 想當 你的濾鏡 佔據 你的記憶體 收藏沿途的風景 全充滿我的美麗 去年 我們相遇 劇情 命中注定 原來一切是 LOVE 這趟旅程真正的意義 只可遠觀不可褻玩焉 同樣的片段被唱過千萬遍 最後他們問我什麼叫做愛 我說跟著我做 就是愛 （就在今晚 love is alright） 唉呀 唉唉 哎呦喂呀 （浪漫不難 love is alright） Everything's good Everything's fine You'd better than fine I'll say it one more time girl Better than love Better than good 嗨到翻天說不出口 Cuz you make me complete 這樣偷走我的心 Better than love Better than good 嗨到翻天說不出口 Cuz you make me complete 這樣偷走我的心 Love is on my mind All the goddamn time （別害怕我肩膀在這 是你讓愛變得獨特） Just let us love Love is on my mind All the goddamn time （Everything's good Everything's fine You'd better than fine I'll say it one more time girl） Just let us love 嗨到翻天說不出口,心碎系・失戀情緒群,0.35806942,0.40177324,0.35110348,0.42956305,0.3795538,0.44355178,2
Black Out,ØZI,https://www.kkbox.com/tw/tc/song/WtOgYAEQoKRKW-dvgW,ØZI / 9m88,ØZI / 9m88,ØZI,,"Cruising down the street in my 6-4 I'm about to get lit with my 6 hoes I mean 6 bros But haha probably both, I mean god knows Who we're gonna see in the clubs tonight 我穿梭這城市的neon-lights 有莫名的預感 今晚我又要醉了到底怎麼辦 想不到 該去哪裡pregame 我不要, 那裡一堆瞎妹 想領桌 但還沒12點 Let's just Suntory and tea隨便 oh I don't care Where we go 因為I know... 就這樣一起 B.O. tonight 讓我們一起 B.O. tonight We about to B.O., B.O. We about to B.O., B.O. 就這樣一起 B.O. tonight 讓我們一起 B.O. tonight We about to B.O., B.O. We about to B.O., B.O. The liquid flows into my body 連續喝了 三杯shot of whiskey 還比不上旁邊的Fanny 她喝個vodka都不加cranberry juice. 說到Fanny 剛剛坐在她旁邊的女孩 她好可愛 是我的菜 dat ass so nice I love her laugh She looked at me like 坐過來 I'm frickin down for that, so I 慢慢的穿過人群走到她的身邊 她一邊看著我還一邊不停放電 I'm loving the vibe of the night And for that 就這樣一起 B.O. tonight 讓我們一起 B.O. tonight We might as well just B.O.B.O. We might as well just B.O.B.O. 就這樣一起 B.O. tonight 讓我們一起 B.O. tonight We might as well just B.O.B.O. We might as well just B.O.B.O. I'm always like a party poop Look at ppl, what they tryna proove Til the moment I see you 我已知道what I wanna do Think, imma B.O. with you, a little bit Chill-O with you, a little bit Boi don't kill my vibe~with it How about we make a deal? 我們可以跳舞跳到天亮 可以什麼都不用想 Live in this moment 不必假裝 Let's go with the flow tonight Only me and you, and you, and you, and you Yes, I think you know- what to do 就這樣一起 B.O. tonight 讓我們一起 B.O. tonight We about to B.O., B.O. We about to B.O., B.O. 就這樣一起 B.O. tonight 讓我們一起 B.O. tonight We might as well just B.O.B.O. We might as well just B.O.B.O.",節奏律動・嘻哈舞曲群,0.33667228,0.25270808,0.29803336,0.33504748,0.24665123,0.27612904,0
